Node,Label,SGD,OGEE,DEG,SOD,essential
YJL153C,ORF-V,0,0,0,0,0
YIL164C,ORF-V,0,0,0,0,0
YNL156C,ORF-V,0,0,0,0,0
YLR142W,ORF-V,0,0,0,0,0
YPL102C,ORF-DU,0,0,0,0,0
YGL250W,ORF-V,0,0,0,0,0
YER121W,ORF-U,0,0,0,0,0
YNL101W,ORF-V,0,0,0,0,0
YKR014C,ORF-V,0,0,0,0,0
YNLCDELTA5,LTR,0,0,0,0,0
YCL067C,ORF-V,1,1,1,3,1
YCL036W,ORF-V,0,0,0,0,0
YMR128W,ORF-V,1,1,1,3,1
YMR318C,ORF-V,0,0,0,0,0
YFR035C,ORF-U,0,0,0,0,0
YDR363W-A,ORF-V,0,0,0,0,0
YER151C,ORF-V,0,0,0,0,0
YBR105C,ORF-V,0,0,0,0,0
YMLWTY1-1,LTR,0,0,0,0,0
YFL038C,ORF-V,1,0,1,2,1
YBR039W,ORF-V,0,0,0,0,0
YMR245W,ORF-DU,0,0,0,0,0
YML074C,ORF-V,0,0,0,0,0
YJR085C,ORF-V,0,0,0,0,0
YER038C,ORF-V,1,1,1,3,1
TC(GCA)P1,tRNA gene,0,0,0,0,0
YDRWDELTA29,LTR,0,0,0,0,0
YER004W,ORF-V,0,0,0,0,0
YLR076C,ORF-DU,1,1,0,2,1
YJR160C,ORF-V,0,0,0,0,0
YDR394W,ORF-V,1,1,1,3,1
YMR272C,ORF-V,0,0,0,0,0
YJLCDELTA7,LTR,0,0,0,0,0
YPL076W,ORF-V,1,1,1,3,1
YLL023C,ORF-V,0,0,0,0,0
YER026C,ORF-V,0,0,0,0,0
YPR176C,ORF-V,1,1,1,3,1
YLR129W,ORF-V,1,1,1,3,1
YOR032C,ORF-V,0,0,0,0,0
YNL142W,ORF-V,0,0,0,0,0
YIR025W,ORF-V,0,0,0,0,0
YCR090C,ORF-U,0,0,0,0,0
YMR072W,ORF-V,0,0,0,0,0
YHR100C,ORF-V,0,0,0,0,0
YDR426C,ORF-DU,0,0,0,0,0
YLR163C,ORF-V,1,1,1,3,1
YDL207W,ORF-V,1,1,1,3,1
YOR366W,ORF-DU,0,0,0,0,0
YCR025C,ORF-U,0,0,0,0,0
YBL039C,ORF-V,0,0,0,0,0
YPR005C,ORF-V,0,0,0,0,0
YNL258C,ORF-V,1,1,1,3,1
YGL007W,ORF-U,0,0,0,0,0
YPR115W,ORF-V,0,0,0,0,0
YDR086C,ORF-V,1,0,1,2,1
YOR239W,ORF-V,0,0,0,0,0
YOR036W,ORF-V,1,0,0,1,1
YJR005W,ORF-V,0,0,0,0,0
YMR096W,ORF-V,0,0,0,0,0
YPR087W,ORF-DU,0,0,0,0,0
YBL034C,ORF-V,1,1,1,3,1
YML089C,ORF-DU,0,0,0,0,0
YMR011W,ORF-V,0,0,0,0,0
YLR398C,ORF-V,0,0,0,0,0
YMR196W,ORF-U,0,0,0,0,0
YLR093C,ORF-V,0,0,0,0,0
YOR230W,ORF-V,0,0,0,0,0
YNL026W,ORF-V,1,0,1,2,1
YHR021C,ORF-V,0,0,0,0,0
YGR095C,ORF-V,1,1,1,3,1
YIL005W,ORF-V,0,0,0,0,0
YGL090W,ORF-V,0,0,0,0,0
YJL144W,ORF-V,0,0,0,0,0
YOL162W,ORF-U,0,0,0,0,0
YER094C,ORF-V,1,1,1,3,1
YDRWDELTA13,LTR,0,0,0,0,0
YGLWSIGMA2,LTR,0,0,0,0,0
YML015C,ORF-V,1,1,1,3,1
YDR147W,ORF-V,0,0,0,0,0
YLR422W,ORF-V,0,0,0,0,0
YDL101C,ORF-V,0,0,0,0,0
YPR062W,ORF-V,0,0,0,0,0
YDR001C,ORF-V,0,0,0,0,0
YAL016W,ORF-V,0,0,0,0,0
YJL062W,ORF-V,0,0,0,0,0
YGR152C,ORF-V,0,0,0,0,0
YOL139C,ORF-V,1,1,1,3,1
YPL096W,ORF-V,0,0,0,0,0
YML110C,ORF-V,0,0,0,0,0
YHL002W,ORF-V,0,0,0,0,0
YHR103W,ORF-V,0,0,0,0,0
YFR022W,ORF-V,0,0,0,0,0
YDL187C,ORF-DU,0,0,0,0,0
YJL115W,ORF-V,0,0,0,0,0
YIR044C,pseudogene,0,0,0,0,0
YIL042C,ORF-V,0,0,0,0,0
YBL007C,ORF-V,1,0,0,1,1
YJL094C,ORF-V,0,0,0,0,0
YEL015W,ORF-V,0,0,0,0,0
YDL162C,ORF-DU,0,0,0,0,0
YNLWSIGMA3,LTR,0,0,0,0,0
YDR186C,ORF-V,0,0,0,0,0
YKL091C,ORF-V,0,0,0,0,0
YDR418W,ORF-V,0,0,0,0,0
YNL066W,ORF-V,0,0,0,0,0
YDL124W,ORF-V,0,0,0,0,0
YAL040C,ORF-V,0,0,0,0,0
YOL080C,ORF-V,0,0,0,0,0
YDL126C,ORF-V,1,1,1,3,1
YPR028W,ORF-V,0,0,0,0,0
YLR207W,ORF-V,0,0,0,0,0
YML103C,ORF-V,0,0,0,0,0
YMR149W,ORF-V,1,1,1,3,1
YMR302C,ORF-V,0,0,0,0,0
YBR018C,ORF-V,0,0,0,0,0
YLR393W,ORF-V,0,0,0,0,0
YLR214W,ORF-V,0,0,0,0,0
YGL133W,ORF-V,0,0,0,0,0
YHR194W,ORF-V,0,0,0,0,0
YKR002W,ORF-V,1,1,1,3,1
YLR197W,ORF-V,1,1,1,3,1
YGL246C,ORF-V,0,0,0,0,0
YDR008C,ORF-DU,0,0,0,0,0
YMR214W,ORF-V,0,0,0,0,0
YMR304C-A,ORF-DU,0,0,0,0,0
YPLWDELTA9,LTR,0,0,0,0,0
YDR116C,ORF-V,0,0,0,0,0
YIL112W,ORF-V,0,0,0,0,0
YLR072W,ORF-V,0,0,0,0,0
YMR140W,ORF-V,0,0,0,0,0
YGL158W,ORF-V,0,0,0,0,0
YFR031C-A,ORF-V,0,0,0,0,0
YIL071w-a,ORF-DU,0,0,0,0,0
YJRWDELTA11,LTR,0,0,0,0,0
YGR101W,ORF-V,0,0,0,0,0
YGR246C,ORF-V,1,1,1,3,1
YOLCDELTA3,LTR,0,0,0,0,0
YFL012W,ORF-U,0,0,0,0,0
YMR225C,ORF-V,0,0,0,0,0
YHR135C,ORF-V,0,0,0,0,0
YJL176C,ORF-V,0,0,0,0,0
YDR414C,ORF-V,0,0,0,0,0
YOR123C,ORF-V,0,0,0,0,0
YJL165C,ORF-V,0,0,0,0,0
YGR289C,ORF-V,0,0,0,0,0
YML046W,ORF-V,1,1,1,3,1
YOL091W,ORF-V,0,0,0,0,0
YGL150C,ORF-V,1,0,1,2,1
YJR136C,ORF-V,1,1,0,2,1
YHR160C,ORF-V,0,0,0,0,0
YDR070C,ORF-V,0,0,0,0,0
YGR228W,ORF-DU,0,0,0,0,0
YPL181W,ORF-V,0,0,0,0,0
YNR032W,ORF-V,0,0,0,0,0
YBR124W,ORF-DU,1,1,0,2,1
YLR444C,ORF-DU,0,0,0,0,0
YOR270C,ORF-V,0,0,0,0,0
YOR244W,ORF-V,1,1,1,3,1
YLR433C,ORF-V,0,0,0,0,0
YIL176C,ORF-U,0,0,0,0,0
YNL285W,ORF-DU,0,0,0,0,0
YJL035C,ORF-V,1,1,1,3,1
YAL004W,ORF-DU,0,0,0,0,0
YBR004C,ORF-V,1,1,1,3,1
YBR165W,ORF-V,0,0,0,0,0
YNL159C,ORF-V,0,0,0,0,0
YLR118C,ORF-V,0,0,0,0,0
YLR235C,ORF-DU,0,0,0,0,0
YML086C,ORF-V,0,0,0,0,0
YGL053W,ORF-V,0,0,0,0,0
YHRCDELTA8,LTR,0,0,0,0,0
YOR133W,ORF-V,0,0,0,0,0
YPL123C,ORF-V,0,0,0,0,0
YPR116W,ORF-V,0,0,0,0,0
YKL039W,ORF-V,0,0,0,0,0
YNR028W,ORF-V,0,0,0,0,0
YIL109C,ORF-V,1,1,1,3,1
YIL017C,ORF-V,0,0,0,0,0
YJL177W,ORF-V,0,0,0,0,0
YOR114W,ORF-U,0,0,0,0,0
YPL238C,ORF-DU,1,1,0,2,1
YGR138C,ORF-V,0,0,0,0,0
YKL081W,ORF-V,0,0,0,0,0
YML026C,ORF-V,0,0,0,0,0
YOR013W,ORF-DU,0,0,0,0,0
YPL230W,ORF-V,0,0,0,0,0
YMR107W,ORF-V,0,0,0,0,0
YER144C,ORF-V,0,0,0,0,0
YDR376W,ORF-V,1,0,1,2,1
YOL149W,ORF-V,1,1,1,3,1
YOR148C,ORF-V,1,1,1,3,1
YDR192C,ORF-V,0,0,0,0,0
YKL116C,ORF-V,0,0,0,0,0
YLR010C,ORF-V,1,1,1,3,1
Q0130,ORF-V,0,0,0,0,0
YOR185C,ORF-V,0,0,0,0,0
YGR130C,ORF-V,0,0,0,0,0
YGL137W,ORF-V,1,1,1,3,1
YJL077C,ORF-V,0,0,0,0,0
YOL049W,ORF-V,0,0,0,0,0
YFR049W,ORF-V,0,0,0,0,0
YHR101C,ORF-V,1,0,1,2,1
YEL042W,ORF-V,0,0,0,0,0
YER007W,ORF-V,0,0,0,0,0
YJR050W,ORF-V,0,0,0,0,0
YDR268W,ORF-V,0,0,0,0,0
YKR023W,ORF-V,0,0,0,0,0
YEL056W,ORF-V,0,0,0,0,0
YBR055C,ORF-V,1,1,1,3,1
YHR216W,ORF-V,0,0,0,0,0
YOR352W,ORF-V,0,0,0,0,0
YGR271W,ORF-V,0,0,0,0,0
YMR314W,ORF-V,1,1,1,3,1
YLR193C,ORF-V,0,0,0,0,0
YPL266W,ORF-V,1,1,1,3,1
YCR036W,ORF-V,0,0,0,0,0
YDR336W,ORF-U,0,0,0,0,0
YPR048W,ORF-V,1,1,1,3,1
YER027C,ORF-V,0,0,0,0,0
YMR066W,ORF-V,0,0,0,0,0
YLL024C,ORF-V,0,0,0,0,0
YDL212W,ORF-V,1,1,1,3,1
YMR317W,ORF-U,0,0,0,0,0
YDR026C,ORF-V,0,0,0,0,0
YNL152W,ORF-V,1,1,1,3,1
YDR323C,ORF-V,1,0,0,1,1
YGR126W,ORF-U,0,0,0,0,0
YPL203W,ORF-V,1,0,1,2,1
YML091C,ORF-V,1,0,1,2,1
YCL059C,ORF-V,1,1,1,3,1
YNL198C,ORF-DU,0,0,0,0,0
YJR086W,ORF-V,0,0,0,0,0
YMR303C,ORF-V,0,0,0,0,0
YPR188C,ORF-V,0,0,0,0,0
TA(AGC)J,tRNA gene,0,0,0,0,0
YFR034C,ORF-V,0,0,0,0,0
YIR036C,ORF-V,0,0,0,0,0
YIL098C,ORF-V,0,0,0,0,0
YLR399C,ORF-V,0,0,0,0,0
TQ(UUG)E1,tRNA gene,0,0,0,0,0
YPR014C,ORF-U,0,0,0,0,0
YOR277C,ORF-DU,0,0,0,0,0
YJL142C,ORF-U,0,0,0,0,0
YJR069C,ORF-V,0,0,0,0,0
YAR040c,,0,0,0,0,0
YJL057C,ORF-V,0,0,0,0,0
YLR027C,ORF-V,1,0,0,1,1
YDL151C,ORF-DU,0,0,0,0,0
YDRWDELTA30,LTR,0,0,0,0,0
YLL020C,ORF-DU,0,0,0,0,0
YGL063W,ORF-V,0,0,0,0,0
SNR32,snoRNA gene,0,0,0,0,0
YLR267W,ORF-U,0,0,0,0,0
YCL068C,ORF-U,0,0,0,0,0
YER056C,ORF-V,0,0,0,0,0
YGR196C,ORF-V,0,0,0,0,0
YMR244C-A,ORF-V,0,0,0,0,0
YBL062W,ORF-DU,0,0,0,0,0
YFL039C,ORF-V,1,1,1,3,1
YDRCSIGMA3,LTR,0,0,0,0,0
YKR076W,ORF-V,0,0,0,0,0
YMR018W,ORF-V,0,0,0,0,0
YCL047C,ORF-V,0,0,0,0,0
YLR221C,ORF-V,0,0,0,0,0
YLR285W,ORF-V,0,0,0,0,0
YNL226W,ORF-DU,0,0,0,0,0
YLL049W,ORF-V,0,0,0,0,0
YELWDELTA2,LTR,0,0,0,0,0
YHR079C,ORF-V,0,0,0,0,0
YPL038W,ORF-V,0,0,0,0,0
YJRWDELTA13,LTR,0,0,0,0,0
YJL109C,ORF-V,1,1,1,3,1
YGR163W,ORF-V,0,0,0,0,0
YEL014C,ORF-U,0,0,0,0,0
YOR008C-A,ORF-U,0,0,0,0,0
YIR039C,ORF-V,0,0,0,0,0
YER017C,ORF-V,0,0,0,0,0
YBL021C,ORF-V,0,0,0,0,0
YBR117C,ORF-V,0,0,0,0,0
YNL104C,ORF-V,0,0,0,0,0
YJR021C,ORF-V,0,0,0,0,0
YJL086C,ORF-DU,1,1,0,2,1
YLR194C,ORF-V,0,0,0,0,0
YJR153W,ORF-V,0,0,0,0,0
YIL089W,ORF-V,0,0,0,0,0
YDL077C,ORF-V,0,0,0,0,0
YNL087W,ORF-V,0,0,0,0,0
YKL056C,ORF-V,0,0,0,0,0
YKL193C,ORF-V,1,1,1,3,1
YOR229W,ORF-V,1,0,1,2,1
YBR011C,ORF-V,1,1,1,3,1
YIL132C,ORF-V,0,0,0,0,0
YCR085W,ORF-U,0,0,0,0,0
YPL149W,ORF-V,1,0,0,1,1
YNL269W,ORF-V,0,0,0,0,0
YDR142C,ORF-V,0,0,0,0,0
YLR414C,ORF-V,0,0,0,0,0
YKR086W,ORF-V,1,1,1,3,1
YOL138C,ORF-V,0,0,0,0,0
YLR301W,ORF-V,0,0,0,0,0
YGR258C,ORF-V,0,0,0,0,0
YGR113W,ORF-V,1,1,1,3,1
YBR031W,ORF-V,0,0,0,0,0
YDR148C,ORF-V,0,0,0,0,0
YJLWDELTA19,LTR,0,0,0,0,0
YLR003C,ORF-V,0,0,0,0,0
YJL126W,ORF-V,0,0,0,0,0
YGR181W,ORF-V,0,0,0,0,0
YFL002C,ORF-V,1,1,1,3,1
YJR103W,ORF-V,0,0,0,0,0
YDL014W,ORF-V,1,1,1,3,1
YOR157C,ORF-V,1,1,1,3,1
YFL024C,ORF-V,1,1,1,3,1
YDL239C,ORF-V,0,0,0,0,0
YKL120W,ORF-V,0,0,0,0,0
YJR043C,ORF-V,0,0,0,0,0
YDR296W,ORF-V,0,0,0,0,0
YOL060C,ORF-V,0,0,0,0,0
YER014W,ORF-V,0,0,0,0,0
YDR174W,ORF-V,0,0,0,0,0
YML022W,ORF-V,0,0,0,0,0
YML104C,ORF-V,1,0,0,1,1
YKL093W,ORF-V,0,0,0,0,0
YBR092C,ORF-V,0,0,0,0,0
YBL076C,ORF-V,1,1,1,3,1
YKR049C,ORF-V,0,0,0,0,0
YDR184C,ORF-V,0,0,0,0,0
YKL151C,ORF-V,0,0,0,0,0
YOL077C,ORF-V,1,1,1,3,1
YHL002c-a,ORF-DU,0,0,0,0,0
YAL051W,ORF-V,0,0,0,0,0
YFR036w-a,ORF-DU,0,0,0,0,0
YMR281W,ORF-V,1,1,1,3,1
YMR208W,ORF-V,1,1,1,3,1
YER153C,ORF-V,0,0,0,0,0
YBR085c-a,ORF-V,0,0,0,0,0
YKL188C,ORF-V,0,0,0,0,0
YDR206W,ORF-V,0,0,0,0,0
YLR342W,ORF-V,0,0,0,0,0
YGR083C,ORF-V,1,1,1,3,1
YPL233W,ORF-V,1,1,1,3,1
YAL010C,ORF-V,0,0,0,0,0
YOR083W,ORF-V,0,0,0,0,0
YML032C,ORF-V,1,0,0,1,1
YPR041W,ORF-V,1,1,1,3,1
YPL130W,ORF-V,0,0,0,0,0
YJL038C,ORF-V,0,0,0,0,0
YAL013W,ORF-V,0,0,0,0,0
YER049W,ORF-V,0,0,0,0,0
YLR335W,ORF-V,0,0,0,0,0
YPL025C,ORF-DU,0,0,0,0,0
YDR218C,ORF-V,0,0,0,0,0
YDL235C,ORF-V,1,1,1,3,1
YPL094C,ORF-V,1,1,1,3,1
YJL067W,ORF-DU,0,0,0,0,0
YDRCTY2-1,LTR,0,0,0,0,0
YMRWTAU2,LTR,0,0,0,0,0
YFL021W,ORF-V,0,0,0,0,0
YGL119W,ORF-V,0,0,0,0,0
YPL165C,ORF-V,0,0,0,0,0
YMR229C,ORF-V,1,1,1,3,1
YMR036C,ORF-V,0,0,0,0,0
YPR127W,ORF-V,0,0,0,0,0
YGR255C,ORF-V,0,0,0,0,0
YFR032C-A,ORF-V,0,0,0,0,0
YJL202C,ORF-DU,1,1,0,2,1
YPR180W,ORF-V,1,1,1,3,1
TR(ACG)D,tRNA gene,0,0,0,0,0
YPL222W,ORF-U,0,0,0,0,0
YGL197W,ORF-V,0,0,0,0,0
YBR269C,ORF-V,0,0,0,0,0
YLR177W,ORF-U,0,0,0,0,0
YHR125W,ORF-U,0,0,0,0,0
YDR399W,ORF-V,0,0,0,0,0
YCR026C,ORF-V,0,0,0,0,0
YNL266W,ORF-DU,0,0,0,0,0
YOR155C,ORF-V,0,0,0,0,0
YDR200C,ORF-V,0,0,0,0,0
YLR445W,ORF-V,0,0,0,0,0
YCR072C,ORF-V,1,1,1,3,1
YER063W,ORF-V,0,0,0,0,0
YGR180C,ORF-V,0,0,0,0,0
YDR043C,ORF-V,0,0,0,0,0
YAL034C,ORF-V,0,0,0,0,0
YHR012W,ORF-V,0,0,0,0,0
YDR422C,ORF-V,0,0,0,0,0
YGL054C,ORF-V,0,0,0,0,0
YOL025W,ORF-V,0,0,0,0,0
SNR43,snoRNA gene,0,0,0,0,0
YGL184C,ORF-V,0,0,0,0,0
YMR049C,ORF-V,1,1,1,3,1
YGR035C,ORF-U,0,0,0,0,0
YPR091C,ORF-V,0,0,0,0,0
YHR045W,ORF-U,0,0,0,0,0
YMR024W,ORF-V,0,0,0,0,0
YMR161W,ORF-V,0,0,0,0,0
YMR075C-A,ORF-V,0,0,0,0,0
YGR051C,ORF-DU,0,0,0,0,0
YEL048C,ORF-V,0,0,0,0,0
YHRCDELTA5,LTR,0,0,0,0,0
YGL228W,ORF-V,0,0,0,0,0
YDL040C,ORF-V,0,0,0,0,0
YML125C,ORF-V,1,1,1,3,1
YNR031C,ORF-V,0,0,0,0,0
YBR221C,ORF-V,0,0,0,0,0
YJR093C,ORF-V,1,1,1,3,1
YKR045C,ORF-U,0,0,0,0,0
YOL108C,ORF-V,0,0,0,0,0
YPL256C,ORF-V,0,0,0,0,0
YORWSIGMA3,LTR,0,0,0,0,0
YGR192C,ORF-V,0,0,0,0,0
YOR381W,ORF-V,0,0,0,0,0
YNL151C,ORF-V,1,1,1,3,1
YGL232W,ORF-V,0,0,0,0,0
YDR502C,ORF-V,0,0,0,0,0
YGLWTAU1,LTR,0,0,0,0,0
YDR077W,ORF-V,0,0,0,0,0
YGR204W,ORF-V,0,0,0,0,0
YCL057W,ORF-V,0,0,0,0,0
YKL096W,ORF-V,0,0,0,0,0
YMR316C-B,ORF-DU,0,0,0,0,0
YKL110C,ORF-V,0,0,0,0,0
YOR357C,ORF-V,0,0,0,0,0
YMR315W,ORF-V,0,0,0,0,0
YNL127W,ORF-V,0,0,0,0,0
YLR107W,ORF-V,0,0,0,0,0
YML100W,ORF-V,0,0,0,0,0
YIL142W,ORF-V,1,1,1,3,1
YBR184W,ORF-U,0,0,0,0,0
YOL002C,ORF-V,0,0,0,0,0
TY1B,,0,0,0,0,0
YOR060C,ORF-V,1,1,1,3,1
YML081W,ORF-V,0,0,0,0,0
YGR127W,ORF-U,0,0,0,0,0
YLL038C,ORF-V,0,0,0,0,0
YEL068C,ORF-U,0,0,0,0,0
YDL183C,ORF-V,0,0,0,0,0
YORWSIGMA4,LTR,0,0,0,0,0
YGR191W,ORF-V,1,1,1,3,1
YOR269W,ORF-V,0,0,0,0,0
YML078W,ORF-V,0,0,0,0,0
YGL077C,ORF-V,0,0,0,0,0
YOL053C-A,ORF-V,0,0,0,0,0
RDN25-1,rRNA gene,0,0,0,0,0
YLR400W,ORF-DU,0,0,0,0,0
YJL191W,ORF-V,0,0,0,0,0
YER093C-A,ORF-V,0,0,0,0,0
YBR218C,ORF-V,0,0,0,0,0
YML064C,ORF-V,1,1,1,3,1
YBL024W,ORF-V,0,0,0,0,0
YLR047C,ORF-V,0,0,0,0,0
YJR070C,ORF-V,0,0,0,0,0
YJL128C,ORF-V,0,0,0,0,0
YERCDELTA19,LTR,0,0,0,0,0
YOR253W,ORF-V,0,0,0,0,0
YLR133W,ORF-V,0,0,0,0,0
TQ(UUG)E2,tRNA gene,0,0,0,0,0
YPL198W,ORF-V,0,0,0,0,0
YBR238C,ORF-V,0,0,0,0,0
YOR003W,ORF-V,0,0,0,0,0
YBR074W,ORF-V,0,0,0,0,0
YML070W,ORF-V,0,0,0,0,0
YKL068W,ORF-V,0,0,0,0,0
YJR154W,ORF-U,0,0,0,0,0
YLR438W,ORF-V,0,0,0,0,0
YBR032W,ORF-U,0,0,0,0,0
YDR115W,ORF-V,0,0,0,0,0
YNR076W,ORF-V,0,0,0,0,0
YDR055W,ORF-V,0,0,0,0,0
YLR404W,ORF-V,0,0,0,0,0
YER156C,ORF-V,0,0,0,0,0
YDL195W,ORF-V,1,1,1,3,1
YDR279W,ORF-V,0,0,0,0,0
YLRWDELTA13,LTR,0,0,0,0,0
TA(UGC)L,tRNA gene,0,0,0,0,0
YKL016C,ORF-V,0,0,0,0,0
YGR056W,ORF-V,0,0,0,0,0
YMRCDELTA14,LTR,0,0,0,0,0
YHR210C,ORF-U,0,0,0,0,0
YJR054W,ORF-V,0,0,0,0,0
YOL114C,ORF-V,0,0,0,0,0
YDR272W,ORF-V,0,0,0,0,0
TA(AGC)P,tRNA gene,0,0,0,0,0
YDL121C,ORF-V,0,0,0,0,0
YDRWDELTA7,LTR,0,0,0,0,0
YHR087W,ORF-V,0,0,0,0,0
YOL073C,ORF-V,0,0,0,0,0
YDR352W,ORF-V,0,0,0,0,0
YOR178C,ORF-V,0,0,0,0,0
YFL050C,ORF-V,0,0,0,0,0
YNL074C,ORF-V,0,0,0,0,0
YER067c-a,ORF-DU,0,0,0,0,0
YAL020C,ORF-V,0,0,0,0,0
YLL063C,ORF-V,0,0,0,0,0
YGL061C,ORF-V,1,1,1,3,1
YML047C,ORF-V,0,0,0,0,0
YDRCDELTA3,LTR,0,0,0,0,0
YLR024C,ORF-V,0,0,0,0,0
YDR312W,ORF-V,0,0,0,0,0
YDR132C,ORF-V,0,0,0,0,0
YPRWDELTA20,LTR,0,0,0,0,0
YELWDELTA1,LTR,0,0,0,0,0
YNL088W,ORF-V,1,1,1,3,1
YOR215C,ORF-V,0,0,0,0,0
YFR037C,ORF-V,1,1,1,3,1
YKL006C-A,ORF-V,1,1,1,3,1
YPL153C,ORF-V,1,1,1,3,1
YML037C,ORF-U,0,0,0,0,0
YDL064W,ORF-V,1,1,1,3,1
YOR052C,ORF-V,0,0,0,0,0
SNR57,snoRNA gene,0,0,0,0,0
YNL096C,ORF-V,0,0,0,0,0
YGL067W,ORF-V,0,0,0,0,0
YDL002C,ORF-V,0,0,0,0,0
YDR112W,ORF-DU,0,0,0,0,0
YMR219W,ORF-V,0,0,0,0,0
YDL169C,ORF-V,0,0,0,0,0
YDR362C,ORF-V,1,1,1,3,1
YMR244W,ORF-U,0,0,0,0,0
YGL220W,ORF-V,0,0,0,0,0
YBL061C,ORF-V,0,0,0,0,0
YBR093C,ORF-V,0,0,0,0,0
YBR041W,ORF-V,0,0,0,0,0
YGLWDELTA8,LTR,0,0,0,0,0
YDR419W,ORF-V,0,0,0,0,0
YOL032W,ORF-V,0,0,0,0,0
YNL099C,ORF-V,0,0,0,0,0
YJLWDELTA2,LTR,0,0,0,0,0
YEL017W,ORF-V,0,0,0,0,0
YER123W,ORF-V,0,0,0,0,0
YKL225W,ORF-DU,0,0,0,0,0
YIL153W,ORF-V,0,0,0,0,0
YJR130C,ORF-V,0,0,0,0,0
YARCDELTA5,LTR,0,0,0,0,0
YPR153W,ORF-V,0,0,0,0,0
YCR008W,ORF-V,0,0,0,0,0
YOR044W,ORF-V,0,0,0,0,0
YML041C,ORF-V,0,0,0,0,0
YDL006W,ORF-V,0,0,0,0,0
YPL049C,ORF-V,0,0,0,0,0
TP(AGG)N,tRNA gene,0,0,0,0,0
YLR167W,ORF-V,1,1,1,3,1
YHRCDELTA12,LTR,0,0,0,0,0
YOR377W,ORF-V,0,0,0,0,0
YMR076C,ORF-V,1,1,1,3,1
YMR288W,ORF-V,1,1,1,3,1
YDL177C,ORF-U,0,0,0,0,0
ORF5,ORF-DU,0,0,0,0,0
YDR324C,ORF-V,1,1,1,3,1
YGR295C,ORF-V,0,0,0,0,0
YCL056C,ORF-V,0,0,0,0,0
YEL013W,ORF-V,0,0,0,0,0
YHR187W,ORF-V,0,0,0,0,0
YCL041C,ORF-DU,1,1,0,2,1
YBR222C,ORF-V,0,0,0,0,0
YKL159C,ORF-V,0,0,0,0,0
YLR099C,ORF-V,0,0,0,0,0
YKL189W,ORF-V,1,1,1,3,1
YIL011W,ORF-V,0,0,0,0,0
YLL052C,ORF-V,0,0,0,0,0
YPL121C,ORF-V,0,0,0,0,0
YLL048C,ORF-V,0,0,0,0,0
YGR227W,ORF-V,0,0,0,0,0
YLR287C,ORF-U,0,0,0,0,0
YNL117W,ORF-V,0,0,0,0,0
YPL168W,ORF-U,0,0,0,0,0
YPL108W,ORF-U,0,0,0,0,0
YMR310C,ORF-U,0,0,0,0,0
YHL015W,ORF-V,1,1,1,3,1
YNR044W,ORF-V,0,0,0,0,0
YPL011C,ORF-V,1,1,1,3,1
YKL055C,ORF-V,0,0,0,0,0
YOL015W,ORF-V,0,0,0,0,0
YILCDELTA5,LTR,0,0,0,0,0
YER048W-A,ORF-V,1,1,1,3,1
YMRWDELTA20,LTR,0,0,0,0,0
YLR461W,ORF-V,0,0,0,0,0
YLR117C,ORF-V,1,1,1,3,1
YLR331C,ORF-U,0,0,0,0,0
YER090W,ORF-V,0,0,0,0,0
YPL122C,ORF-V,1,1,1,3,1
YDR400W,ORF-V,0,0,0,0,0
YDR193W,ORF-DU,0,0,0,0,0
TG(GCC)J2,tRNA gene,0,0,0,0,0
YLR011W,ORF-V,0,0,0,0,0
YGL138C,ORF-U,0,0,0,0,0
YDR456W,ORF-V,0,0,0,0,0
YLR448W,ORF-V,0,0,0,0,0
YOR276W,ORF-V,0,0,0,0,0
YPR113W,ORF-V,1,1,1,3,1
YMR104C,ORF-V,0,0,0,0,0
YLR032W,ORF-V,0,0,0,0,0
YPL037C,ORF-V,0,0,0,0,0
YCRCDELTA14,LTR,0,0,0,0,0
YNL225C,ORF-V,1,0,0,1,1
YIL105C,ORF-V,0,0,0,0,0
TR(UCU)J2,tRNA gene,0,0,0,0,0
YJL009W,ORF-DU,1,1,0,2,1
YNL323W,ORF-V,0,0,0,0,0
YCR101C,ORF-U,0,0,0,0,0
YBR075W,ORF-M,0,0,0,0,0
YBR231C,ORF-V,0,0,0,0,0
YLR137W,ORF-V,0,0,0,0,0
YBL032W,ORF-V,0,0,0,0,0
YGL027C,ORF-V,0,0,0,0,0
YGR187C,ORF-V,0,0,0,0,0
YDR073W,ORF-V,0,0,0,0,0
YMLCDELTA1,LTR,0,0,0,0,0
YBR146W,ORF-V,0,0,0,0,0
YNL133C,ORF-V,0,0,0,0,0
YBR253W,ORF-V,1,1,1,3,1
YPL075W,ORF-V,1,0,1,2,1
YMR207C,ORF-V,0,0,0,0,0
YMR240C,ORF-V,1,1,1,3,1
YGR102C,ORF-V,0,0,0,0,0
YER055C,ORF-V,0,0,0,0,0
YDR201W,ORF-V,1,1,1,3,1
YPL202C,ORF-V,0,0,0,0,0
YJL056C,ORF-V,0,0,0,0,0
YNL253W,ORF-V,0,0,0,0,0
YLR059C,ORF-V,1,0,1,2,1
YDR379W,ORF-V,0,0,0,0,0
YML017W,ORF-V,0,0,0,0,0
YNR077C,ORF-U,0,0,0,0,0
YMR139W,ORF-V,0,0,0,0,0
YPR054W,ORF-V,0,0,0,0,0
YOR202W,ORF-V,0,0,0,0,0
YAR033W,ORF-V,0,0,0,0,0
