index,protein,dc
817,YPR030W,3.51053750937326
818,YMR009W,5.31843188916847
819,YIL157C,1.29354269929544
820,YBR272C,4.29408110490827
821,YHR177W,7.12128855704824
822,YDR013W,3.82024787048738
823,YHR025W,4.27947782009517
824,YHR022C,1.61851735174972
825,YER017C,1.60062272203311
826,YJR019C,2.70321398091711
827,YIL019W,2.10470930540676
828,YML077W,3.26893470886384
829,YMR110C,3.19557489005439
830,YJL059W,1.37926177595859
831,YHL018W,6.7646186633333905
832,YLR095C,3.75083501866802
833,YAR064W,1.47978906389733
834,YDL149W,1.89914900742761
835,YGR123C,6.932556932420519
836,YDR380W,3.94697251717102
837,YHR198C,2.10470930540676
838,YGR179C,1.89914900742761
839,YNL234W,2.76824537974728
840,YJL158C,3.94697251717102
841,YMR155W,1.52609537757528
842,YBL032W,5.1988611472398
843,YDR362C,2.10470930540676
844,YOR155C,8.9325024331428
845,YGR241C,9.119351833116148
846,YNR040W,5.53773974547514
847,YLR276C,2.10470930540676
848,YIL098C,1.89914900742761
849,YKL135C,13.84665851151187
850,YDR091C,6.38857984522402
851,YOR360C,0.0
852,YDR063W,1.39143914722343
853,YGL145W,6.21415293449677
854,YBR170C,10.11996778360894
855,YLR381W,1.84772676715477
856,YKL035W,3.00078370082056
857,YER159C,3.22661371768941
858,YFR037C,13.207731685474931
859,YDR388W,12.23196161632064
860,YBL066C,5.0770608998946996
861,YJR025C,4.40822212654462
862,YBL107C,1.97348625858551
863,YOL144W,1.72900720515137
864,YKL109W,1.56423025113519
865,YIL022W,4.91711845932388
866,YPL157W,1.77734022473581
867,YML031W,6.1273964112695705
868,YJL023C,3.62508012947636
869,YDL089W,16.097808579916272
870,YPR066W,7.6403552885197605
871,YPR145W,1.56423025113519
872,YLR397C,2.81544183374211
